peso,potencia,velocidade_max,tipo_cambio,tipo_pneu,tipo_motor,sobrealimentacao,carroceria,tracao,pista,titulos_armageddon,vitorias_lista_estado,tempo_armageddon_s
1053.6890801595657,1987.9620469148783,288.86113591509974,Sequencial,Pro-Front,V6,Aspirado,Fibra de Carbono,Dianteira,Pista Tratada,7,46,4.946389501583128
1212.555582954399,2470.833761068745,292.46693065410483,Sequencial,Mickey Thompson,5C,Aspirado,Fibra de Vidro,4x4,Pista Tratada,8,24,5.230065546498232
1480.879480620874,2656.714870597897,286.64911126253304,Sapinho,Mickey Thompson,AP,Single Turbo,Fibra de Carbono,Dianteira,No Prep,8,20,4.992908260953062
935.6476847310286,2379.104163510079,304.5235799769508,Liberty,Pro-Front,V6,Single Turbo,Fibra de Vidro,Dianteira,Pista Tratada,4,49,4.15886871833672
1417.081326096334,2850.0534512143404,291.8344355523795,Sapinho,Pro-Front,AP,Aspirado,Metal,Traseira,Pista Tratada,1,15,4.551148744227419
1284.2628602392833,2451.3613701934537,289.388750042567,Liberty,Pro-Front,V8,Supercharger,Fibra de Carbono,Traseira,Pista Tratada,6,47,4.691119294494544
770.1664457375975,1543.162562709691,291.6544395802381,Liberty,Mickey Thompson,AP,Aspirado,Fibra de Vidro,4x4,No Prep,6,41,5.323438636120583
1376.1484400535535,1456.6706971110025,269.09036041267154,Sequencial,Hoosier,AP,Aspirado,Fibra de Vidro,4x4,Pista Tratada,7,0,6.248032054157372
853.9346061610373,2362.004145632289,309.8542292101065,Sapinho,Pro-Front,V8,Supercharger,Fibra de Carbono,4x4,Pista Tratada,7,22,4.768726526802228
878.0619115823354,1305.02819424819,279.3020770659618,Sequencial,Pro-Front,V6,Single Turbo,Metal,Dianteira,No Prep,4,42,5.621918277585931
1744.7963802335998,1094.7011027015667,258.7985114962614,Sapinho,Pro-Front,AP,Aspirado,Fibra de Vidro,4x4,No Prep,0,48,6.638554822884309
1664.9446737360506,2017.6680371980071,272.75108879081927,Sapinho,Hoosier,L6,Aspirado,Fibra de Carbono,Dianteira,No Prep,3,23,5.9443632834782765
1770.0768177397533,2625.4472965358063,279.22996315973523,Sequencial,Hoosier,AP,Aspirado,Metal,Dianteira,Pista Tratada,3,46,5.177288849422084
1048.9828707072402,1112.8976691867133,269.1480737609073,Sapinho,Pro-Front,V6,Bi-Turbo,Fibra de Vidro,Dianteira,No Prep,2,24,6.3730356352590665
825.4858831268946,2562.9717799710315,317.94199363438463,Sapinho,Hoosier,V8,Supercharger,Fibra de Vidro,Dianteira,Pista Tratada,7,6,4.407853261271033
1621.0796318145883,2604.3012091382507,282.1731419005279,Liberty,Pro-Front,V6,Bi-Turbo,Metal,Dianteira,No Prep,2,37,4.788641215999758
1328.1829924875215,1912.7754001712415,278.2011521156305,Sapinho,Hoosier,5C,Single Turbo,Metal,Traseira,Pista Tratada,4,46,5.368230971965611
804.4789995416744,1020.3516510220223,274.09958285096474,Sapinho,Mickey Thompson,AP,Aspirado,Fibra de Carbono,Dianteira,No Prep,1,46,5.964656837045366
1185.0804483134955,1266.6386876190913,269.3364477646991,Sequencial,Mickey Thompson,AP,Aspirado,Fibra de Carbono,Dianteira,No Prep,5,38,6.022503970655758
757.1396028044359,2385.5951778400577,319.04006169582357,Sequencial,Hoosier,V8,Supercharger,Fibra de Vidro,Traseira,No Prep,5,34,4.498382501609204
1891.1844824945385,2394.733684480994,274.0499939410411,Sapinho,Mickey Thompson,AP,Single Turbo,Metal,Traseira,Pista Tratada,7,13,5.572631967414752
1110.5359779200203,2786.5460778520974,303.72275696691014,Liberty,Mickey Thompson,L6,Single Turbo,Metal,Traseira,No Prep,7,8,4.512651224307381
1595.0267412247783,2123.640907764624,275.60540115281475,Liberty,Mickey Thompson,L6,Single Turbo,Metal,4x4,Pista Tratada,0,2,5.6630679938868145
1056.6479621765639,1160.6254721989326,270.0426741966045,Sequencial,Pro-Front,V6,Aspirado,Fibra de Vidro,4x4,No Prep,4,37,5.8826291705585
1424.0816254133729,1154.9713015604416,263.1821135674851,Sapinho,Hoosier,V8,Supercharger,Metal,Dianteira,No Prep,1,19,6.618447552579733
1456.0523352119355,2414.3779504493295,283.40606009031455,Sapinho,Hoosier,5C,Bi-Turbo,Metal,Dianteira,No Prep,9,40,4.914562314575779
919.6428119675692,1285.9477967265925,277.2024803029936,Liberty,Hoosier,V6,Single Turbo,Fibra de Vidro,Dianteira,Pista Tratada,4,32,5.885933745417535
1668.9763203198497,1589.6095491948713,266.55819730459456,Liberty,Mickey Thompson,V8,Supercharger,Fibra de Carbono,Dianteira,Pista Tratada,9,40,6.048550849736721
1470.6354798283369,1923.1452145360192,275.0391931706802,Liberty,Pro-Front,V8,Supercharger,Fibra de Carbono,Traseira,Pista Tratada,8,43,5.123477227991954
1734.6588568893242,952.0062429099175,256.9222070221371,Sequencial,Hoosier,V6,Aspirado,Fibra de Vidro,4x4,No Prep,3,31,7.169572056187086
1873.7928205131786,1422.519956741857,261.94398011513545,Sapinho,Mickey Thompson,V6,Single Turbo,Metal,Traseira,Pista Tratada,7,35,6.320968079499609
1365.7319771159719,1756.5681778652881,274.5253617349247,Sequencial,Pro-Front,AP,Aspirado,Fibra de Vidro,4x4,Pista Tratada,0,25,6.01092530844191
1620.311719723579,1487.236268835733,265.7327705189477,Sapinho,Pro-Front,5C,Single Turbo,Fibra de Carbono,Traseira,No Prep,7,47,6.125345837991976
770.2623520929579,1186.3776876818883,280.5904111981942,Sequencial,Hoosier,L6,Aspirado,Fibra de Carbono,Dianteira,No Prep,5,4,5.873709455309726
931.6614914126768,2428.825741372015,306.05738958603644,Sapinho,Hoosier,AP,Single Turbo,Fibra de Vidro,4x4,Pista Tratada,7,48,4.294535555775002
768.8454720233811,2607.610075852768,324.78855747423063,Liberty,Mickey Thompson,V8,Supercharger,Fibra de Vidro,Dianteira,Pista Tratada,5,29,4.0862032831812485
1011.8369373785296,1440.7058499018221,277.81219299631783,Liberty,Hoosier,5C,Bi-Turbo,Fibra de Carbono,4x4,No Prep,2,16,5.795058972428793
1139.7714728646406,2526.280938673237,296.7348149210806,Liberty,Mickey Thompson,5C,Single Turbo,Fibra de Vidro,4x4,Pista Tratada,7,5,4.544500869094909
956.7760124093738,1709.662485242759,286.47932149924156,Sequencial,Pro-Front,V6,Single Turbo,Fibra de Carbono,Dianteira,No Prep,4,14,5.4080047750465345
1615.0365098840837,1964.040160793406,272.8523959822495,Liberty,Pro-Front,5C,Bi-Turbo,Fibra de Vidro,Dianteira,No Prep,9,0,6.008208502775604
1105.2935928290765,2697.602257275621,302.08577429272276,Sapinho,Pro-Front,5C,Single Turbo,Fibra de Vidro,Dianteira,Pista Tratada,4,12,4.740838796729934
1023.4092704623714,2474.9027317850564,301.5527256067725,Sequencial,Pro-Front,V8,Supercharger,Fibra de Vidro,Traseira,Pista Tratada,6,47,4.342959056836034
1233.5500048214135,2590.745387763973,293.95967220111027,Sapinho,Hoosier,AP,Bi-Turbo,Fibra de Carbono,4x4,No Prep,5,33,4.319626416397655
872.1981629727437,1187.3748498313494,276.32028705825405,Sequencial,Hoosier,5C,Aspirado,Fibra de Vidro,4x4,Pista Tratada,8,29,6.026248665870934
1498.2409203691204,1046.410794250832,260.49392258332034,Sapinho,Mickey Thompson,V6,Bi-Turbo,Fibra de Carbono,4x4,No Prep,6,18,6.505535825890126
756.0416565533661,2776.149931084773,331.4817058305009,Sapinho,Mickey Thompson,AP,Bi-Turbo,Fibra de Carbono,Dianteira,Pista Tratada,2,1,4.101037732751412
1785.8378915285587,1714.4519660992983,266.7391759559523,Sequencial,Mickey Thompson,V6,Aspirado,Fibra de Vidro,4x4,No Prep,4,43,5.943134285441597
1554.02435084039,1504.54732394633,266.9333932924375,Sequencial,Mickey Thompson,5C,Bi-Turbo,Fibra de Vidro,4x4,Pista Tratada,8,11,6.214210816577005
882.6899951648559,2421.8621339498313,309.321960015951,Liberty,Mickey Thompson,AP,Bi-Turbo,Fibra de Carbono,Dianteira,Pista Tratada,9,39,4.282338838342454
685.6325594660744,2656.472752817699,336.31677746011326,Liberty,Pro-Front,5C,Aspirado,Fibra de Carbono,Dianteira,No Prep,1,43,3.9019951353144227
1778.553714145801,2711.228205986432,280.2126182680111,Sapinho,Pro-Front,V8,Supercharger,Metal,4x4,Pista Tratada,0,23,4.977529497322097
1400.9944907245695,1563.5939963629776,270.46420165949525,Sapinho,Pro-Front,AP,Single Turbo,Fibra de Carbono,Traseira,No Prep,7,10,5.961538853635722
1674.8086016491848,2689.6460215235156,282.15928674898856,Sapinho,Mickey Thompson,V6,Single Turbo,Metal,Dianteira,Pista Tratada,7,1,4.989423499646044
1725.524416023135,985.9612831861253,257.46134560052656,Sequencial,Pro-Front,V8,Supercharger,Metal,Traseira,Pista Tratada,1,0,7.069706775590218
888.8535820809084,1004.2891320654096,270.7938935191565,Sequencial,Pro-Front,L6,Bi-Turbo,Metal,Traseira,Pista Tratada,7,27,6.22694602799673
1107.1429868278144,2209.3903098657242,291.46116186426514,Liberty,Pro-Front,V6,Single Turbo,Fibra de Vidro,Traseira,Pista Tratada,4,3,5.215710846059176
845.1385842871401,1032.5233751426472,272.9866672714028,Sapinho,Pro-Front,5C,Single Turbo,Fibra de Vidro,Traseira,No Prep,1,40,5.965833909327641
1560.3654943931053,1581.6792538713394,268.01956597377136,Liberty,Hoosier,V6,Bi-Turbo,Fibra de Carbono,Dianteira,No Prep,6,29,5.963040377387411
1547.9577521930696,2312.7875711185407,279.488997784272,Sequencial,Mickey Thompson,L6,Aspirado,Metal,4x4,Pista Tratada,6,6,5.624842662802253
1077.369866840861,1608.2604817138754,279.4573854122594,Sequencial,Mickey Thompson,V6,Single Turbo,Fibra de Vidro,4x4,No Prep,2,21,5.876500536567125
788.6430183089055,1277.1595410242014,282.4815047886398,Sequencial,Hoosier,V8,Supercharger,Fibra de Vidro,Dianteira,No Prep,0,25,5.904543490517016
1055.8609074529152,1490.8363058930674,277.52836332827394,Liberty,Pro-Front,V6,Bi-Turbo,Fibra de Vidro,Dianteira,Pista Tratada,3,28,5.47478004358505
1071.1979877888868,1860.9081977259068,285.2933486738021,Sequencial,Pro-Front,AP,Aspirado,Fibra de Vidro,Traseira,No Prep,1,24,5.437797904440367
1507.9746726051092,1898.310296246513,273.8730052235877,Sapinho,Pro-Front,L6,Single Turbo,Fibra de Vidro,Traseira,No Prep,3,9,5.730475145946681
1565.0689656262557,2544.300485829124,282.6304766411227,Liberty,Mickey Thompson,V6,Aspirado,Metal,Dianteira,Pista Tratada,7,19,4.865121364938954
1864.6552910915918,2475.321781806176,275.51185768948716,Sequencial,Mickey Thompson,L6,Bi-Turbo,Metal,4x4,Pista Tratada,1,13,5.424861715007099
1366.6579101943391,1859.3173895678838,276.29941753855655,Liberty,Mickey Thompson,V8,Supercharger,Metal,Traseira,Pista Tratada,0,32,5.750446011301697
943.5130951259621,2675.90143310742,311.52725650960684,Liberty,Mickey Thompson,AP,Aspirado,Metal,Dianteira,Pista Tratada,2,4,4.6522892431071305
1407.5096829674549,1139.8979910419312,263.1544159143568,Sequencial,Mickey Thompson,5C,Aspirado,Fibra de Carbono,Dianteira,No Prep,9,44,6.181355269271002
1712.942058340277,1436.2420354806932,263.8371045192946,Sequencial,Hoosier,V6,Bi-Turbo,Metal,Dianteira,Pista Tratada,6,5,6.520930374764596
1326.179373375056,2638.750573354728,291.3217588332151,Liberty,Mickey Thompson,V8,Supercharger,Fibra de Vidro,Traseira,No Prep,5,21,4.64370836260222
1725.1606159454732,1693.7874811149215,267.2593197903129,Liberty,Pro-Front,L6,Single Turbo,Metal,Dianteira,No Prep,5,16,6.115904543625421
1183.6715082916787,2960.4812734670686,303.52962507136857,Sequencial,Mickey Thompson,L6,Single Turbo,Fibra de Carbono,4x4,Pista Tratada,6,14,4.474700750941316
1284.5514557325537,1879.1318912084544,278.74368629403284,Sapinho,Hoosier,V8,Supercharger,Fibra de Vidro,Dianteira,No Prep,7,38,5.365182595698792
1313.0492220302594,2563.0648082239045,290.4206782034807,Liberty,Pro-Front,V6,Aspirado,Metal,Traseira,No Prep,2,39,4.405872770990934
830.5029520929143,1744.844786902981,293.9767208117035,Liberty,Hoosier,5C,Aspirado,Metal,4x4,No Prep,2,27,5.329746070232941
929.4697123919653,1792.4023900311038,289.857735398905,Sapinho,Pro-Front,V6,Aspirado,Metal,4x4,Pista Tratada,9,1,5.766119691964475
753.943520541673,1704.0546092967852,297.77827788224886,Sequencial,Mickey Thompson,AP,Aspirado,Fibra de Vidro,Dianteira,No Prep,7,17,5.203994360999044
1407.323244164883,2410.058803072705,284.7034665146033,Sequencial,Hoosier,V6,Single Turbo,Fibra de Vidro,Dianteira,Pista Tratada,6,26,5.245025409026633
1000.6431006978531,2049.7875565259883,292.72386790860526,Sapinho,Pro-Front,AP,Bi-Turbo,Fibra de Carbono,4x4,Pista Tratada,9,20,5.203416106551705
1269.256346457879,2881.934033873575,298.02608846994883,Sequencial,Mickey Thompson,L6,Bi-Turbo,Fibra de Vidro,Dianteira,No Prep,4,22,4.602939125903297
1700.1717918401805,1426.86966472162,263.85585087314666,Sequencial,Pro-Front,AP,Bi-Turbo,Fibra de Vidro,Traseira,No Prep,3,6,6.683180124779559
1099.15067497865,1111.181737375233,267.95478147030406,Liberty,Hoosier,5C,Aspirado,Metal,4x4,Pista Tratada,5,47,6.100156290697779
1163.2135568784802,1725.8491187083519,279.24074192897814,Liberty,Hoosier,V8,Supercharger,Fibra de Vidro,Dianteira,Pista Tratada,8,18,5.495893952581234
1706.6613662516584,2195.0966860582294,274.5258399561607,Liberty,Hoosier,AP,Aspirado,Metal,4x4,Pista Tratada,5,8,5.669372654091481
1074.557798589947,2707.6777675225394,303.97620172179177,Sapinho,Hoosier,V6,Bi-Turbo,Metal,Dianteira,Pista Tratada,7,11,4.522737679843427
803.1383026150964,1627.013462028688,292.1831290755299,Sequencial,Mickey Thompson,AP,Single Turbo,Fibra de Vidro,Dianteira,Pista Tratada,0,45,5.448714909227263
975.5464819720434,2272.9521773613696,299.44316092156055,Sequencial,Pro-Front,L6,Bi-Turbo,Fibra de Carbono,Traseira,No Prep,5,29,4.448029798100153
844.4457129990845,1635.4172301487602,290.0549620807398,Liberty,Mickey Thompson,AP,Single Turbo,Fibra de Carbono,Dianteira,Pista Tratada,1,6,5.378848489787685
1724.073464529979,2196.161124288362,274.2304709986923,Liberty,Hoosier,5C,Aspirado,Fibra de Vidro,Dianteira,No Prep,2,1,5.770408103953672
1504.2827871557051,2758.096688764367,287.591737447897,Sapinho,Pro-Front,AP,Bi-Turbo,Fibra de Carbono,Dianteira,Pista Tratada,5,16,4.8390469112444165
1560.084507812508,1385.8510487447588,265.0272554295672,Sequencial,Hoosier,5C,Bi-Turbo,Metal,Traseira,No Prep,1,10,6.333268428716178
1845.7527082252614,1748.9074484247822,266.4408581648493,Sapinho,Mickey Thompson,V6,Aspirado,Metal,Dianteira,Pista Tratada,3,49,5.999896474397252
1587.9658430510435,2985.856912502468,288.70916916117363,Sequencial,Mickey Thompson,L6,Single Turbo,Fibra de Vidro,Dianteira,No Prep,5,11,4.750986117018204
870.3014600637565,2723.969759323868,318.54148216674366,Sapinho,Mickey Thompson,V8,Supercharger,Fibra de Carbono,Dianteira,No Prep,4,2,4.349189042531536
1590.4101784597774,2085.743701582024,275.1287999413107,Liberty,Pro-Front,V6,Bi-Turbo,Fibra de Carbono,4x4,Pista Tratada,5,20,5.803375303704192
1447.2106902987807,1984.917942893978,276.56351457769955,Sapinho,Pro-Front,V6,Bi-Turbo,Metal,Traseira,No Prep,5,13,5.880972800737588
1592.0353675771876,1497.66080283983,266.2782827471829,Sapinho,Hoosier,V8,Supercharger,Fibra de Vidro,4x4,Pista Tratada,7,14,6.279023818772169
1594.0131259219631,1986.1397981564116,273.566282851557,Liberty,Pro-Front,AP,Single Turbo,Fibra de Carbono,Traseira,Pista Tratada,8,41,5.632172294650999
1063.4437529696131,2681.181146387889,304.01006882636153,Sequencial,Pro-Front,AP,Bi-Turbo,Fibra de Vidro,Traseira,No Prep,4,40,4.065421091758809
792.2529630182303,2338.866477883339,314.2981572058693,Sequencial,Mickey Thompson,AP,Bi-Turbo,Fibra de Carbono,4x4,No Prep,5,9,4.885368090021405
1073.52219505033,1509.0924591737717,277.37979118089385,Liberty,Hoosier,L6,Aspirado,Metal,Traseira,Pista Tratada,5,35,5.913116219283911
1312.5293463515077,1323.0742342124192,267.8852682715855,Sapinho,Mickey Thompson,V6,Single Turbo,Metal,Traseira,Pista Tratada,5,9,6.13332787471251
1603.4559471962928,1456.9379276933412,265.51201796425454,Sapinho,Hoosier,5C,Bi-Turbo,Fibra de Vidro,4x4,Pista Tratada,1,16,6.477669257274298
1832.8766999076122,1256.4943229249357,260.18607771430476,Sapinho,Hoosier,V8,Supercharger,Metal,Dianteira,No Prep,3,43,6.221169385694028
687.0911731418145,1100.8454616498034,282.06952773771786,Sequencial,Pro-Front,V6,Bi-Turbo,Fibra de Carbono,Traseira,No Prep,0,24,5.839348055494849
1412.8967630930788,1780.1859663283153,273.89943615433475,Sapinho,Mickey Thompson,AP,Aspirado,Metal,4x4,Pista Tratada,0,26,5.704763422569359
1170.8038834006813,1137.9291692363622,267.02313873256776,Sequencial,Pro-Front,V8,Supercharger,Fibra de Vidro,Traseira,No Prep,0,32,6.022657836119283
959.8764353083886,1261.016371226919,275.18317468512237,Sapinho,Pro-Front,5C,Bi-Turbo,Fibra de Vidro,4x4,No Prep,6,10,6.0442000297363965
849.4545967203774,2049.381837112921,301.416486164419,Liberty,Pro-Front,V6,Aspirado,Fibra de Vidro,Dianteira,No Prep,0,12,5.044253820134636
1024.3674748317005,1245.658474769107,272.8507373072814,Liberty,Hoosier,V6,Bi-Turbo,Fibra de Carbono,Traseira,Pista Tratada,5,0,6.299692551885906
1641.7678979907696,1034.147511604896,258.85794736612087,Sequencial,Mickey Thompson,L6,Aspirado,Fibra de Carbono,Dianteira,Pista Tratada,1,30,6.531158940607352
1009.6669906611703,1566.516585058559,280.8600026137286,Sequencial,Mickey Thompson,V6,Single Turbo,Fibra de Carbono,Dianteira,No Prep,5,32,5.682848797161098
1209.1664341782334,1362.6701071061318,270.7241798597894,Liberty,Pro-Front,V6,Single Turbo,Fibra de Carbono,4x4,No Prep,5,20,5.952079083015864
1397.0793380730813,1982.1408947881912,277.69098725864063,Liberty,Hoosier,5C,Bi-Turbo,Fibra de Carbono,Traseira,Pista Tratada,2,15,5.406938182387187
1236.3555228551527,1114.9708776247396,265.3496079775118,Sapinho,Mickey Thompson,5C,Bi-Turbo,Metal,Traseira,No Prep,7,38,6.20211324600997
1671.21772437538,2478.718654134254,279.2285780722728,Liberty,Mickey Thompson,V8,Supercharger,Fibra de Carbono,Traseira,Pista Tratada,3,22,5.308253896326537
1661.6962408409536,2803.090390813791,284.0916509427348,Sequencial,Pro-Front,AP,Aspirado,Fibra de Carbono,Traseira,Pista Tratada,6,9,4.8495248582171815
1102.138754990437,2461.2138653080083,297.1321853292756,Liberty,Hoosier,5C,Aspirado,Metal,Traseira,Pista Tratada,3,47,4.64146510787916
1187.193476010233,2018.9367785429279,284.41898427935325,Sequencial,Pro-Front,V8,Supercharger,Fibra de Carbono,4x4,Pista Tratada,0,32,5.3283387460863585
1044.9485746021114,2707.402425756659,305.6744659940517,Sequencial,Mickey Thompson,V6,Single Turbo,Fibra de Vidro,Traseira,Pista Tratada,5,21,4.912498604345763
970.5373042650169,2359.3285975411654,301.854929818311,Sapinho,Hoosier,V8,Supercharger,Fibra de Carbono,Dianteira,Pista Tratada,4,40,4.535571966635058
717.6246863016235,922.1573571453987,274.4976687385313,Sapinho,Pro-Front,V8,Supercharger,Fibra de Carbono,Dianteira,Pista Tratada,8,5,6.226253927487376
1378.3294806982885,1727.5893208264565,273.7427999989389,Sapinho,Mickey Thompson,V8,Supercharger,Fibra de Vidro,Traseira,No Prep,8,46,5.73540791498397
1262.8933450871705,2686.99898875428,294.6142229022314,Sapinho,Pro-Front,V8,Supercharger,Fibra de Vidro,4x4,Pista Tratada,7,35,4.4890737578715605
775.5970513499885,1626.3036017480654,293.8786338948895,Liberty,Pro-Front,5C,Bi-Turbo,Fibra de Vidro,4x4,No Prep,6,46,5.257208616661549
1020.9381813755404,973.9518644035993,266.5947586447333,Sapinho,Pro-Front,AP,Aspirado,Fibra de Vidro,Traseira,No Prep,1,9,6.217606611085708
1606.4312036859867,2466.9772409597717,280.482088948373,Liberty,Hoosier,V8,Supercharger,Fibra de Carbono,Dianteira,No Prep,7,15,5.132602634859102
978.7268419203302,2584.280367594024,306.8563803277294,Sapinho,Mickey Thompson,L6,Single Turbo,Fibra de Vidro,Traseira,Pista Tratada,2,12,4.494516440435795
876.486461858521,1237.246759590948,277.51966083181384,Sapinho,Mickey Thompson,V6,Single Turbo,Fibra de Vidro,Traseira,No Prep,5,19,5.872410870868899
1387.3433123330756,2028.4150433706805,278.72496446051014,Sequencial,Mickey Thompson,V6,Aspirado,Metal,Traseira,Pista Tratada,9,3,5.618022290611384
1784.5024904394488,1303.1064218910242,261.25330422064604,Liberty,Mickey Thompson,V6,Bi-Turbo,Fibra de Vidro,4x4,Pista Tratada,6,19,6.596911839861708
981.4196932324205,2410.392279992708,302.45355245251295,Sequencial,Hoosier,V6,Single Turbo,Fibra de Vidro,4x4,No Prep,5,21,4.819448061349009
1606.5626568870543,1470.2559558727198,265.6679748857234,Sapinho,Pro-Front,V6,Aspirado,Metal,Dianteira,No Prep,4,28,6.368942867556451
1713.943538394461,1564.0517573829932,265.605650400968,Liberty,Mickey Thompson,V8,Supercharger,Metal,Dianteira,No Prep,3,15,6.26517397968218
922.3902948722476,2674.438792644213,313.03989640387783,Sapinho,Hoosier,AP,Single Turbo,Fibra de Carbono,Traseira,No Prep,1,42,4.25817410088435
1673.8596183342315,1900.276939634499,270.92272461466524,Sequencial,Pro-Front,L6,Bi-Turbo,Metal,Dianteira,Pista Tratada,8,46,5.317783808842518
1055.1387953736382,2306.48434755832,296.00604251860966,Liberty,Hoosier,5C,Aspirado,Fibra de Carbono,Traseira,No Prep,6,42,4.751304439274608
1558.7669967122954,1744.9834065171822,270.54546277463476,Sequencial,Hoosier,L6,Bi-Turbo,Metal,Dianteira,No Prep,6,22,6.077112652945633
1560.2356529130736,1525.8144001068863,267.1667884373494,Sapinho,Mickey Thompson,5C,Bi-Turbo,Metal,Traseira,No Prep,3,29,5.998403974381777
1226.4901777562536,2213.503926891789,286.90539121907364,Sapinho,Mickey Thompson,5C,Single Turbo,Fibra de Carbono,4x4,No Prep,4,29,5.210273136730087
908.34772406529,1225.2009055655246,276.0210269237746,Sapinho,Pro-Front,L6,Bi-Turbo,Metal,Traseira,No Prep,5,42,5.753702495544804
1532.0085455010228,1683.2996546904124,270.05103618570524,Liberty,Pro-Front,V8,Supercharger,Fibra de Carbono,4x4,Pista Tratada,1,2,6.0649716183118745
1184.936077966083,1338.9777785104368,270.7969936188338,Sequencial,Mickey Thompson,V6,Single Turbo,Metal,4x4,Pista Tratada,3,23,6.317844534987233
921.4399912318427,2361.1694305755655,304.99490133098146,Sequencial,Hoosier,V8,Supercharger,Fibra de Vidro,Dianteira,Pista Tratada,3,48,4.4889057582979515
848.9301698657167,2882.838560526826,324.8901852634432,Sapinho,Mickey Thompson,V6,Aspirado,Metal,Dianteira,No Prep,3,36,4.064020303683654
1282.7108020520066,2990.5730328333193,299.4794606327961,Sequencial,Pro-Front,AP,Aspirado,Fibra de Carbono,4x4,No Prep,6,12,4.070939144260754
1613.0772342107389,1845.5813019273405,271.13448896477934,Liberty,Hoosier,5C,Single Turbo,Metal,Traseira,Pista Tratada,6,41,5.599233381046884
696.9195855064133,1430.3138182365333,292.81618026694264,Sapinho,Hoosier,L6,Single Turbo,Fibra de Carbono,Traseira,Pista Tratada,6,31,5.593321534800486
1202.3349194652665,1829.9416778070806,280.155070395944,Sapinho,Hoosier,AP,Single Turbo,Fibra de Carbono,Dianteira,Pista Tratada,6,36,5.424605196179622
